country_txt,iyear,provstate
Colombia,1997,Antioquia
India,1997,Assam
United Kingdom,1997,Northern Ireland
Algeria,1997,Blida
Colombia,1997,Norte de Santander
India,1997,Assam
India,1997,Assam
India,1997,Assam
Turkey,1997,Istanbul
Algeria,1997,Blida
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Bolivar
Colombia,1997,Huila
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Magdalena
India,1997,Tamil Nadu
India,1997,Jammu and Kashmir
Spain,1997,Basque Country
Spain,1997,Basque Country
Thailand,1997,Pattani
Algeria,1997,Bordj Bour Arreridj
India,1997,Delhi
India,1997,Delhi
India,1997,Tamil Nadu
India,1997,Tamil Nadu
Algeria,1997,Tiaret
Colombia,1997,Norte de Santander
Colombia,1997,Huila
United States,1997,Oregon
Nigeria,1997,Osun
Peru,1997,Huanuco
Peru,1997,Huanuco
United States,1997,Puerto Rico
Spain,1997,Basque Country
Spain,1997,Basque Country
Sri Lanka,1997,Eastern
Turkey,1997,Istanbul
Algeria,1997,Medea
Algeria,1997,Constantine
Colombia,1997,Bolivar
Colombia,1997,Putumayo
Colombia,1997,Putumayo
Colombia,1997,Cesar
Colombia,1997,Bolivar
Colombia,1997,Antioquia
Colombia,1997,Cesar
Colombia,1997,Cesar
India,1997,Jammu and Kashmir
India,1997,Jammu and Kashmir
Peru,1997,Lima
Peru,1997,Lima
Colombia,1997,Bolivar
Colombia,1997,Bogota
India,1997,Jammu and Kashmir
India,1997,Manipur
United Kingdom,1997,Northern Ireland
Peru,1997,Lima
Spain,1997,Basque Country
Spain,1997,Basque Country
Spain,1997,Basque Country
Spain,1997,Navarre
Spain,1997,Navarre
Spain,1997,Navarre
India,1997,Jammu and Kashmir
India,1997,Tamil Nadu
India,1997,Tamil Nadu
India,1997,Tamil Nadu
Nigeria,1997,Osun
Colombia,1997,Antioquia
Spain,1997,Basque Country
Spain,1997,Basque Country
Spain,1997,Basque Country
Spain,1997,Basque Country
Turkey,1997,Tunceli
India,1997,Manipur
Colombia,1997,Meta
Iraq,1997,Sulaymaniyah
Iraq,1997,Sulaymaniyah
Sri Lanka,1997,Eastern
Algeria,1997,Blida
Algeria,1997,Tizi Ouzou
Algeria,1997,Tipaza
Algeria,1997,Tiaret
Colombia,1997,Antioquia
Colombia,1997,Cauca
Spain,1997,Basque Country
Algeria,1997,Algiers
Colombia,1997,Antioquia
Thailand,1997,Narathiwat
Algeria,1997,Algiers
Algeria,1997,Blida
Algeria,1997,Algiers
Algeria,1997,Ain Defla
Colombia,1997,Cesar
Colombia,1997,Cesar
Algeria,1997,Ain Defla
Algeria,1997,Algiers
Algeria,1997,Oran
Colombia,1997,Antioquia
Colombia,1997,Arauca
United States,1997,New York
Algeria,1997,Tipaza
Algeria,1997,Tipaza
Algeria,1997,Sidi Bel Abbes
Colombia,1997,Cundinamarca
Colombia,1997,Meta
Algeria,1997,Algiers
Algeria,1997,Boumerdes
Colombia,1997,Arauca
Colombia,1997,Casanare
Colombia,1997,Casanare
Colombia,1997,Arauca
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
Colombia,1997,Antioquia
India,1997,Assam
India,1997,Manipur
Algeria,1997,Blida
Algeria,1997,Bouira
Algeria,1997,Blida
Algeria,1997,Sidi Bel Abbes
Colombia,1997,Norte de Santander
Colombia,1997,Meta
Algeria,1997,Tlemcen
Algeria,1997,Mascara
Thailand,1997,Narathiwat
Algeria,1997,Algiers
Algeria,1997,Algiers
Colombia,1997,Antioquia
Colombia,1997,Caldas
Algeria,1997,Tlemcen
Colombia,1997,Norte de Santander
Colombia,1997,Sucre
Colombia,1997,Cesar
Pakistan,1997,Sindh
Algeria,1997,Algiers
Algeria,1997,Mila
Yemen,1997,Amanat Al Asimah
Algeria,1997,Boumerdes
Colombia,1997,Valle del Cauca
United Kingdom,1997,Northern Ireland
United Kingdom,1997,Northern Ireland
United Kingdom,1997,Northern Ireland
Algeria,1997,Chlef
Algeria,1997,Laghouat
United Kingdom,1997,Northern Ireland
Algeria,1997,Sidi Bel Abbes
Algeria,1997,Sidi Bel Abbes
Algeria,1997,Setif
Algeria,1997,Djelfa
Algeria,1997,Sidi Bel Abbes
Colombia,1997,Huila
Sri Lanka,1997,Southern
Peru,1997,Lima
Somalia,1997,Bakool
Spain,1997,Basque Country
Thailand,1997,Yala
Thailand,1997,Yala
Thailand,1997,Narathiwat
Algeria,1997,Medea
Colombia,1997,Valle del Cauca
Colombia,1997,Santander
Colombia,1997,Norte de Santander
Colombia,1997,Caqueta
France,1997,Provence-Alpes-Cote d'Azur
India,1997,Delhi
India,1997,Assam
United States,1997,Illinois
Algeria,1997,Ain Defla
Colombia,1997,Valle del Cauca
Algeria,1997,Relizane
United Kingdom,1997,Northern Ireland
Thailand,1997,Yala
United Kingdom,1997,Northern Ireland
United Kingdom,1998,Northern Ireland
Iraq,1998,Baghdad
Algeria,1998,Relizane (Province)
Algeria,1998,Relizane (Province)
United Kingdom,1998,Northern Ireland
Algeria,1998,Saida (Province)
Algeria,1998,Bouira (Province)
Spain,1998,Basque Country
India,1998,Delhi
Algeria,1998,Bouira (Province)
Algeria,1998,Boussaken (Province)
Algeria,1998,Muaskar (Province)
United Kingdom,1998,Northern Ireland
Pakistan,1998,Punjab
Algeria,1998,Algiers (Province)
Algeria,1998,Algiers (Province)
Algeria,1998,Muaskar (Province)
Algeria,1998,Constantine (Province)
Algeria,1998,Bouira (Province)
Algeria,1998,Algiers
Algeria,1998,Algiers
United Kingdom,1998,Northern Ireland
Philippines,1998,Metropolitan Manila
Thailand,1998,Narathiwat (Province)
Philippines,1998,Metropolitan Manila
Algeria,1998,Algiers (Province)
Algeria,1998,Algiers (Province)
Algeria,1998,Bouira (Province)
Algeria,1998,Boussaken (Province)
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
Algeria,1998,Algiers
Algeria,1998,Algiers
Sri Lanka,1998,Eastern
Algeria,1998,Algiers (Province)
United Kingdom,1998,Northern Ireland
Algeria,1998,Algiers (Province)
Algeria,1998,El Biar (District)
Algeria,1998,Setif (Province)
Pakistan,1998,Punjab
Sri Lanka,1998,Central
Algeria,1998,Blida (Province)
Pakistan,1998,Punjab
India,1998,Jammu and Kashmir
United Kingdom,1998,Northern Ireland
Algeria,1998,Tiaret
Sri Lanka,1998,Central
United States,1998,Mississippi
Sri Lanka,1998,Eastern
Algeria,1998,Blida (Province)
Algeria,1998,Djelfa (Province)
Algeria,1998,Laghouat (Province)
Sri Lanka,1998,Eastern
Spain,1998,Andalusia
United States,1998,Alabama
Sri Lanka,1998,Central
Sri Lanka,1998,Northern
India,1998,Assam
Algeria,1998,Algiers
Algeria,1998,Tlemcen (Province)
France,1998,Corsica
Sri Lanka,1998,Western
Colombia,1998,Valle del Cauca
Colombia,1998,Cundinamarca
Colombia,1998,Norte de Santander
Algeria,1998,Medea (Province)
Algeria,1998,Setif (Province)
Algeria,1998,Blida
Algeria,1998,Algiers
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
Algeria,1998,Algiers (Province)
United Kingdom,1998,England
Peru,1998,Lima
Spain,1998,Navarre
Spain,1998,Basque Country
Spain,1998,Basque Country
Thailand,1998,Yala (Province)
India,1998,Tamil Nadu
Sri Lanka,1998,Eastern
Algeria,1998,Saida (Province)
Algeria,1998,Boumerdes (Province)
Algeria,1998,Medea (Province)
India,1998,Tamil Nadu
India,1998,Tamil Nadu
India,1998,Tamil Nadu
India,1998,Tamil Nadu
India,1998,Tamil Nadu
India,1998,Tamil Nadu
India,1998,Tamil Nadu
India,1998,Tamil Nadu
India,1998,Tamil Nadu
India,1998,Tamil Nadu
India,1998,Tamil Nadu
India,1998,Tamil Nadu
Peru,1998,Huanuco
Algeria,1998,Algiers (Province)
Algeria,1998,Algiers (Province)
United Kingdom,1998,Northern Ireland
Algeria,1998,Tiaret
Pakistan,1998,Sindh
Spain,1998,Cantabria
Spain,1998,Basque Country
Algeria,1998,Blida (Province)
Pakistan,1998,Sindh
Pakistan,1998,Sindh
Colombia,1998,Caqueta
Sri Lanka,1998,Northern
United States,1998,New York
United Kingdom,1998,Northern Ireland
Sri Lanka,1998,Northern
United Kingdom,1998,Northern Ireland
Algeria,1998,Algiers
Algeria,1998,Medea (Province)
Sri Lanka,1998,Eastern
Pakistan,1998,Punjab
India,1998,Maharashtra
India,1998,Maharashtra
India,1998,Maharashtra
Pakistan,1998,Punjab
Turkey,1998,Istanbul
Pakistan,1998,Sindh
Pakistan,1998,Sindh
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
Colombia,1998,Caldas
Colombia,1998,Boyaca
Algeria,1998,Medea (Province)
Algeria,1998,Algiers (Province)
United Kingdom,1998,England
Philippines,1998,Basilan
Sri Lanka,1998,Western
Sri Lanka,1998,Eastern
Algeria,1998,M�d�a
Philippines,1998,Basilan
Pakistan,1998,Punjab
Algeria,1998,Algiers
Pakistan,1998,Sindh
Pakistan,1998,Balochistan
Sri Lanka,1998,North Eastern
Sri Lanka,1998,Eastern
United Kingdom,1998,Northern Ireland
Sri Lanka,1998,Eastern
Sri Lanka,1998,Eastern
Thailand,1998,Tak (Province)
United Kingdom,1998,Northern Ireland
Algeria,1998,Djelfa (Province)
Spain,1998,Basque Country
Spain,1998,Madrid
Sri Lanka,1998,Eastern
Algeria,1998,Algiers
Philippines,1998,Davao del Norte
United Kingdom,1998,England
United Kingdom,1998,Northern Ireland
Philippines,1998,Davao del Norte
Algeria,1998,Sa�da
Philippines,1998,Basilan
United Kingdom,1998,Northern Ireland
Peru,1998,Lima
Pakistan,1998,North-West Frontier Province
Egypt,1998,Al Qahirah (Governorate)
Algeria,1998,Boumerd�s
Colombia,1998,Bogota
Colombia,1998,Vichada
Colombia,1998,Meta
Colombia,1998,Cundinamarca
United Kingdom,1998,Northern Ireland
Colombia,1998,Casanare
United States,1998,California
Spain,1998,Basque Country
United Kingdom,1998,Northern Ireland
Algeria,1998,Djelfa (Province)
Algeria,1998,T�bessa
Pakistan,1998,Sindh
United States,1998,Puerto Rico
Colombia,1998,Bogota
United States,1998,California
Algeria,1998,Tizi Ouzau
Algeria,1998,Oran (Province)
Algeria,1998,M'sila (Province)
Pakistan,1998,Sindh
Pakistan,1998,Sindh
United States,1998,North Dakota
Algeria,1998,Bejaia (Province)
Colombia,1998,Meta
Colombia,1998,Meta
Colombia,1998,Bogota
Colombia,1998,Cundinamarca
Colombia,1998,Cundinamarca
Turkey,1998,Istanbul
Algeria,1998,Tizi Ouzou
Sri Lanka,1998,Northern
United States,1998,New Mexico
Sri Lanka,1998,Eastern
Sri Lanka,1998,Eastern
Somalia,1998,Banaadir
India,1998,Jammu and Kashmir
Colombia,1998,Valle del Cauca
United Kingdom,1998,Northern Ireland
Algeria,1998,Blida (Province)
Pakistan,1998,Punjab
India,1998,Jammu and Kashmir
Nigeria,1998,Osun
Nigeria,1998,Lagos
United Kingdom,1998,Northern Ireland
Algeria,1998,Blida (Province)
United Kingdom,1998,Northern Ireland
Colombia,1998,Bogota
Colombia,1998,Bogota
Colombia,1998,Bogota
Sri Lanka,1998,Western
United Kingdom,1998,Northern Ireland
Colombia,1998,Santander
Colombia,1998,La Guajira
Colombia,1998,Antioquia
Colombia,1998,Antioquia
Algeria,1998,Tipasa
United Kingdom,1998,Northern Ireland
Colombia,1998,Meta
Colombia,1998,Santander
United States,1998,Florida
India,1998,Jammu and Kashmir
India,1998,Jammu and Kashmir
Algeria,1998,Ain Defla (Province)
Algeria,1998,Medea (Province)
Algeria,1998,Ain Defla (Province)
Spain,1998,Navarre
Algeria,1998,Tipasa
Algeria,1998,Boumerd�s
United Kingdom,1998,Northern Ireland
Spain,1998,Basque Country
Algeria,1998,Algiers
Algeria,1998,Blida
Algeria,1998,Algiers (Province)
Colombia,1998,Bogota
United Kingdom,1998,Northern Ireland
Turkey,1998,Ankara
Algeria,1998,Blida
Sri Lanka,1998,Northern
Sri Lanka,1998,Northern
Algeria,1998,Sa�da
Algeria,1998,Algiers
Colombia,1998,Santander
Algeria,1998,Algiers (Province)
Algeria,1998,Algiers (Province)
Algeria,1998,Blida (Province)
Turkey,1998,Diyarbakir
Turkey,1998,Istanbul
Algeria,1998,Boumerd�s
Algeria,1998,Blida
Thailand,1998,Bangkok (District)
Pakistan,1998,Sindh
Pakistan,1998,Punjab
Pakistan,1998,Punjab
United States,1998,Puerto Rico
Algeria,1998,A�n Defla
Algeria,1998,Chlef
United Kingdom,1998,Northern Ireland
Algeria,1998,M�d�a
Pakistan,1998,Sindh
Pakistan,1998,Sindh
India,1998,Jammu and Kashmir
Algeria,1998,M�d�a
Algeria,1998,T�bessa
Algeria,1998,M'Sila
Pakistan,1998,Sindh
United States,1998,Washington
United States,1998,Washington
United Kingdom,1998,England
United Kingdom,1998,Northern Ireland
United States,1998,Puerto Rico
Spain,1998,Basque Country
Algeria,1998,Tizi Ouzou
Algeria,1998,Saida
United States,1998,New Mexico
Algeria,1998,A�n Defla
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
Algeria,1998,Algiers
Algeria,1998,Algiers (Province)
United States,1998,Puerto Rico
United Kingdom,1998,England
United Kingdom,1998,Northern Ireland
Sri Lanka,1998,Eastern
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
Algeria,1998,Oran
Egypt,1998,Al Minya (Governorate)
Sri Lanka,1998,Eastern
United States,1998,New Jersey
India,1998,Assam
Algeria,1998,Tipasa
Algeria,1998,Algiers
United Kingdom,1998,Northern Ireland
France,1998,Corsica
France,1998,Corsica
Yemen,1998,Al Jawf
United Kingdom,1998,Northern Ireland
United States,1998,District of Columbia
Colombia,1998,Meta
Yemen,1998,Al Hudaydah
Sri Lanka,1998,Western
Algeria,1998,Blida (Province)
India,1998,Jammu and Kashmir
India,1998,Jammu and Kashmir
Colombia,1998,Arauca
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
India,1998,Assam
India,1998,Assam
India,1998,Assam
Algeria,1998,Algiers (Province)
Algeria,1998,Algiers (Province)
Algeria,1998,Sa�da
United Kingdom,1998,Northern Ireland
Iraq,1998,Dihok
United States,1998,Indiana
Algeria,1998,Saida (Province)
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
United Kingdom,1998,Northern Ireland
India,1998,Tripura
India,1998,Himachal Pradesh
India,1998,Himachal Pradesh
India,1998,Jammu and Kashmir
United Kingdom,1998,Northern Ireland
Colombia,1998,Guaviare
Colombia,1998,Norte de Santander
Pakistan,1998,Islamabad Capital Territory
India,1998,Jammu and Kashmir
India,1998,Jammu and Kashmir
India,1998,Jammu and Kashmir
Colombia,1998,Antioquia
Colombia,1998,Antioquia
Colombia,1998,Antioquia
Colombia,1998,Tolima
Colombia,1998,Antioquia
Colombia,1998,Cordoba
Colombia,1998,Antioquia
Colombia,1998,Antioquia
Colombia,1998,Antioquia
Colombia,1998,Antioquia
Colombia,1998,Arauca
Colombia,1998,Bogota
Colombia,1998,Bogota
Iraq,1998,Baghdad
Peru,1998,San Martin
Spain,1998,Basque Country
India,1998,Andhra Pradesh
Algeria,1998,Ain Defla (Province)
Colombia,1998,Santander
Algeria,1998,Algiers
Colombia,1998,Arauca
Sri Lanka,1998,Northern
United Kingdom,1998,Northern Ireland
Iraq,1998,Sulaymaniyah
Sri Lanka,1998,Eastern
Spain,1998,Basque Country
Algeria,1998,Djelfa (Province)
United States,1998,Ohio
Algeria,1998,Chlef
Algeria,1998,Tipasa
Algeria,1998,Algiers
India,1998,Assam
Philippines,1998,Basilan
Colombia,1998,Bogota
Colombia,1998,Bogota
Colombia,1998,Bogota
Colombia,1998,Bogota
Turkey,1998,Istanbul
Algeria,1998,El-Oued (Province)
Algeria,1998,Medea (Province)
Algeria,1998,Tipasa (Province)
Algeria,1998,Algiers (Province)
Philippines,1998,Zamboanga del Norte
Pakistan,1998,Sindh
Algeria,1998,Tiaret (Province)
United States,1998,North Carolina
United States,1998,North Carolina
Turkey,1998,Tokat
Turkey,1998,Tokat
Sri Lanka,1998,Northern
Algeria,1998,Oran (Province)
Algeria,1998,Blida (Province)
Philippines,1998,Tawi Tawi
Turkey,1998,Agri
Pakistan,1998,Punjab
Algeria,1998,Laghouat (Province)
Algeria,1998,Chlef (Province)
Algeria,1998,Constantine (Province)
Colombia,1998,Norte de Santander
Sri Lanka,1998,Eastern
Colombia,1998,Arauca
Colombia,1998,Bogota
Algeria,1998,Tiaret (Province)
Egypt,1998,Al Qahirah (Governorate)
Turkey,1998,Istanbul
Algeria,1998,Tlemcen (Province)
Algeria,1998,Muaskar (Province)
Algeria,1998,Ain Defla (Province)
Algeria,1998,Sidi Bel Abbes (Province)
Afghanistan,1998,Kabul
Algeria,1998,Tizi Ouzou (Province)
United States,1998,California
United States,1998,California
India,1998,Assam
Colombia,1998,Antioquia
India,1998,Jammu and Kashmir
Algeria,1998,Djelfa (Province)
Peru,1998,San Martin
Pakistan,1998,Sindh
Algeria,1998,Algiers (Province)
Pakistan,1998,Punjab
United States,1998,North Carolina
United States,1998,North Carolina
Algeria,1998,Medea (Province)
Turkey,1998,Tokat
Iraq,1998,Baghdad
Algeria,1998,Muaskar (Province)
India,1998,Jammu and Kashmir
Algeria,1998,Muaskar (Province)
Algeria,1998,Muaskar (Province)
Algeria,1998,Algiers (Province)
Algeria,1998,Constantine (Province)
Algeria,1998,Muaskar (Province)
Algeria,1998,Tipaza (Province)
India,1998,Tripura
India,1998,Tripura
India,1998,Assam
India,1998,Chhattisgarh
Pakistan,1998,Punjab
India,1998,Assam
India,1998,Assam
Colombia,1998,Santander
Colombia,1998,Santander
France,1998,Corsica
France,1998,Corsica
France,1998,Corsica
Colombia,1998,Santander
United States,1998,Wyoming
Colombia,1998,Norte de Santander
Algeria,1998,Constantine (Province)
Algeria,1998,Relizane (Province)
Algeria,1998,Tlemcen (Province)
Algeria,1998,Ain Temouchent (Province)
India,1998,Manipur
Philippines,1998,Zamboanga del Sur
India,1998,Assam
Pakistan,1998,Sindh
Iraq,1998,Diyala
Philippines,1998,Zamboanga del Sur
Pakistan,1998,Punjab
Colombia,1998,Antioquia
United States,1998,Colorado
Philippines,1998,Zamboanga del Sur
Colombia,1998,Magdalena
United States,1998,New York
India,1998,Jammu and Kashmir
France,1998,Provence-Alpes-Cote d'Azur
Colombia,1998,Antioquia
Colombia,1998,Magdalena
Colombia,1998,Bolivar
Pakistan,1998,Punjab
United States,1998,New Hampshire
United States,1998,New Hampshire
Pakistan,1998,Sindh
Pakistan,1998,Sindh
Colombia,1998,Caldas
France,1998,Provence-Alpes-Cote d'Azur
Turkey,1998,Hakkari
Turkey,1998,Ankara
Algeria,1998,Medea (Province)
Turkey,1998,Tokat
Sri Lanka,1998,Northern
France,1998,Franche-Comte
United Kingdom,1998,Northern Ireland
Colombia,1998,Vaupes
France,1998,Auvergne
Colombia,1998,Vaupes
Philippines,1998,Misamis Oriental
Philippines,1998,Cagayan
France,1998,Corsica
Turkey,1998,Istanbul
Turkey,1998,Samsun
India,1998,Assam
Algeria,1998,Algiers (Province)
Algeria,1998,Blida (Province)
Algeria,1998,Bejaia (Province)
Turkey,1998,Sirnak
Spain,1998,Madrid
Turkey,1998,Istanbul
France,1998,Brittany
United Kingdom,1998,Northern Ireland
Turkey,1998,Hakkari
India,1998,Jammu and Kashmir
Pakistan,1998,Sindh
Philippines,1998,Zamboanga del Norte
Philippines,1998,Zamboanga del Norte
Algeria,1998,Tipaza (Province)
India,1998,Jammu and Kashmir
Iraq,1998,Karbala
Algeria,1998,Medea (Province)
Algeria,1998,Boumerdes (Province)
Yemen,1998,Amanat Al Asimah
India,1998,Jammu and Kashmir
Pakistan,1998,Sindh
Colombia,1998,Antioquia
India,1998,Assam
India,1998,Assam
Turkey,1998,Kirikkale
India,1998,Assam
India,1998,Assam
Colombia,1998,Putumayo
Sri Lanka,1998,Northern
Turkey,1998,Diyarbakir
Yemen,1998,Marib
Algeria,1998,Tipaza Province
Colombia,1998,Cauca
Algeria,1998,Ain Defla Province
Algeria,1998,Bouira (Province)
Sri Lanka,1998,Northern
Yemen,1998,Marib
Algeria,1998,Chlef (Province)
Spain,1998,Navarre
Philippines,1998,Zamboanga del Sur
India,1998,Delhi
United Kingdom,1998,Northern Ireland
India,1998,Assam
Turkey,1998,Van
United States,1998,Oregon
Yemen,1998,Amanat Al Asimah
Colombia,1998,Cordoba
United Kingdom,1998,Northern Ireland
Colombia,1999,Putumayo
Philippines,1999,Sulu
Pakistan,1999,Punjab
Pakistan,1999,Punjab
India,1999,Jammu and Kashmir
Philippines,1999,Basilan
United Kingdom,1999,Northern Ireland
France,1999,Corsica
France,1999,Corsica
Pakistan,1999,Punjab
United Kingdom,1999,Northern Ireland
Philippines,1999,Bukidnon
United Kingdom,1999,Northern Ireland
Yemen,1999,Marib
Spain,1999,Basque Country
United Kingdom,1999,Northern Ireland
Colombia,1999,Norte de Santander
Turkey,1999,Istanbul
Philippines,1999,Davao del Sur
Philippines,1999,Davao del Sur
Philippines,1999,Basilan
United Kingdom,1999,Northern Ireland
Thailand,1999,Bangkok (District)
United Kingdom,1999,Northern Ireland
Somalia,1999,Banaadir
India,1999,Orissa
Sri Lanka,1999,Western
Sri Lanka,1999,Western
Sri Lanka,1999,Western
Pakistan,1999,Punjab
United Kingdom,1999,Northern Ireland
United Kingdom,1999,Northern Ireland
India,1999,Uttar Pradesh
United Kingdom,1999,Northern Ireland
United Kingdom,1999,Northern Ireland
United Kingdom,1999,Northern Ireland
United Kingdom,1999,Northern Ireland
Philippines,1999,Sultan Kudarat
Colombia,1999,Arauca
United Kingdom,1999,Northern Ireland
Algeria,1999,Tebessa (Province)
Colombia,1999,Antioquia
India,1999,Andhra Pradesh
India,1999,Manipur
Philippines,1999,Davao del Norte
Colombia,1999,Caldas
Algeria,1999,A�n Defla
United Kingdom,1999,Northern Ireland
Algeria,1999,Algiers
Colombia,1999,Boyaca
Turkey,1999,Bursa
United Kingdom,1999,Northern Ireland
Algeria,1999,Bouira (Province)
Algeria,1999,Ain Defla (Province)
Algeria,1999,Blida (Province)
